class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,-0.14865935,0.960275,0.636294,0.30485156,1.1228703,0.5343035,0.04243945,0.5868175,0.76076496,0.24202172,0.6630673,0.4847939,0.7321523,0.68149596,-1.0223199,1.4279386,-0.12818597,1.0180289,0.9368998,-1.0332614,-0.26846078,1.547456,-1.762404,-0.68611366,0.51838076,0.28911716,0.18515465,-0.31195095,0.6135694,-0.34238175,0.0631578,0.6962494,1.5692489,3.513273,-0.30528638,1.2837002,0.2325652,1.8434671,-2.2161977,-0.4540925,-0.959223,0.54944396,-0.07775926,0.2672113,0.6843698,0.21012454,0.51481915,-1.6475534,-0.0062685213,-1.2154572
0.0,-0.47795263,-0.83945465,0.8569381,1.4120778,-1.4415095,1.7792727,-1.1217624,-2.0509727,-0.93183833,-0.098007396,-1.1965036,0.78482974,0.716996,-0.042879276,-1.739799,-0.69804865,0.32984012,0.42671138,-0.15765134,0.24867043,-0.21671322,0.50157434,-0.6385565,-0.324345,1.4061545,-0.37466732,0.31359068,-1.1007311,1.0750906,-2.0993445,-1.7882133,-0.36818933,-1.1208347,-0.8816927,-0.30452132,0.06806309,-0.5186044,-0.13663161,0.72244567,-0.044583946,-0.22321367,0.80491984,-0.16979028,0.77144694,-1.2537138,0.18716043,1.3363848,1.4201844,1.4278525,0.758637
0.0,-0.4293351,0.44999942,-0.08512254,-0.2915217,-0.10781703,1.2452873,0.47748786,1.4349325,-0.2054569,1.3793061,1.4257289,0.38908708,-0.26512748,-0.43946332,-1.449601,-1.0769371,0.37361234,-0.611842,0.31459668,-0.94514257,-2.3505926,0.2806632,-1.155191,-1.1722375,2.1744666,-1.2120444,-0.043240283,-0.039781705,0.608626,-0.11564804,1.9685928,-0.3383871,0.5366615,0.5191598,-1.2127787,3.4002106,1.6796271,-1.0952346,-0.81249285,1.765911,0.48711348,-1.9102511,0.17629293,-1.1869708,0.6445186,-0.6022024,-0.6739934,0.35031104,0.27835035,1.2593311
0.0,-0.14825672,-0.06957152,-1.0109986,0.28825325,-0.28258088,-1.0690566,0.2865782,-0.2731811,-0.2881527,-0.84287804,1.7926619,-0.23947193,0.868699,0.054900493,0.62807894,-0.842962,0.1912139,0.4885171,0.34138167,-0.033443276,-0.58884925,-1.2966197,1.0575091,0.22040421,-1.3379916,-1.8582895,0.70145077,2.370781,-0.31301498,0.6018646,0.7495004,0.15725839,-0.58772606,-0.297414,0.82560706,0.5548604,-0.24938536,-0.62847805,-0.052635685,-0.6685983,-1.1170369,-0.951727,-0.7199059,-0.7376227,-0.76312536,0.29069197,-0.93741673,1.4936528,-1.0074041,-0.14538111
0.0,-0.8403589,-0.699619,0.31450558,0.9469399,0.4897407,-0.097856745,0.120012715,-0.15363169,-0.95614004,-0.12729242,-0.4991186,0.8964316,1.5707097,1.2285467,1.3238797,-0.2273979,-0.40059945,-0.81839055,0.47646353,1.1639926,-0.85502124,0.96141195,0.43765,-0.24452303,3.5981452,-1.7475729,-0.071241625,0.6484948,-0.6274998,-0.018855467,-0.29707262,-1.7759303,-1.7914464,-0.28215265,0.08234012,1.4671452,-0.94435585,-0.5226878,1.3263408,-0.94060767,0.30696356,-1.1918378,-1.9143485,0.91387796,-1.6783708,0.9735792,-1.3175703,0.05854803,-0.20717084,1.5930156
0.0,-0.19296531,-0.043672014,2.1263094,0.062077474,1.1162527,-0.52502054,-0.7499643,1.0346558,-0.97587484,-0.642963,0.67189986,-0.29246262,-0.32553282,0.45360813,1.9382383,1.8017944,0.057707887,-0.46174517,-2.310818,-1.8762252,-1.6114038,0.9937403,-2.1372147,2.6389816,0.72818786,1.404874,-0.24465209,-0.16656217,0.9524235,0.14945246,-1.1192694,-1.0268345,1.3796855,-1.4484708,-0.5784722,-1.2074096,-1.4119319,0.20502698,-0.4171721,0.36756477,-0.6511933,0.24411775,-2.2402892,1.360394,0.8899378,0.11300847,-1.4679127,0.005908824,0.7808305,-0.014066672
0.0,-0.32933694,0.3987858,1.31672,-1.6892645,0.38449016,-0.22045085,0.2951515,0.54810095,0.9916362,-0.7300644,-1.5057032,-0.21130358,0.7476884,0.36788708,-0.34502375,0.5413152,-0.20319873,1.5898812,2.7240117,-0.55661815,-0.11273752,-0.42800635,-0.23354715,1.6409495,0.014147212,-0.08044507,-0.2854206,1.1122552,0.99894226,1.5816052,0.25662896,-0.7765607,0.6020821,1.3194954,-0.91565204,0.8040829,-0.6297702,0.57655025,0.20147629,1.2700303,-2.7142522,0.29550385,-0.7607099,1.1861428,1.0120744,-0.9068095,0.64426917,1.1634022,0.3120461,0.15121116
0.0,0.27386278,0.25598747,1.8156699,1.644957,-0.7870565,0.5914859,0.9764271,-1.3151538,0.03548566,0.1918409,0.07011368,-1.1147532,0.7317814,0.17495322,0.8282325,1.151341,-0.70973897,-0.20760673,-0.9010777,1.6134789,-0.9552742,-0.6322353,0.65241694,0.6628752,0.56176174,2.0609097,0.9428507,1.4193522,0.085427016,-0.534275,0.5394951,-1.1784298,0.4318001,0.38988256,-0.12961967,-0.09561917,-0.3700981,2.2743118,1.1188638,2.256466,-0.50166875,-0.23049966,-1.1013683,-2.1836724,-0.9958644,-0.5777692,0.71946037,0.87234414,-0.50251925,-0.634938
0.0,0.8245303,0.52876276,-0.4746011,-0.3775693,-0.61292684,0.14677002,-0.3536926,2.9210348,1.2472279,-0.85506785,-0.5998626,-1.7570977,-0.7033383,-0.5284269,-0.37570572,0.24525088,0.06195437,-0.5787442,0.6315831,0.12705772,0.6994193,0.072604485,-1.5269765,-0.9241833,-0.33474812,-0.47941792,0.62368053,1.5073377,-0.45746976,-1.0161427,2.0342627,-0.20243256,0.8994606,-0.017672265,0.22170863,-1.1045351,0.05273394,1.1784995,-1.2948351,-0.5664115,0.39598522,-0.5227579,-0.116745286,0.31151855,0.54441947,0.46681103,-0.31504875,1.4084954,-0.08312359,-1.4026471
0.0,1.363201,-0.37697425,0.35120258,-1.2637463,-0.58672696,-1.7074172,-0.92357844,-0.833004,-0.51238626,0.729384,0.1671892,-2.035593,0.5608358,-0.659441,-0.16446336,0.86805886,0.12802362,0.5175387,-0.65455633,-0.34093553,-0.60090727,0.036112364,-1.1962895,-0.51679933,0.21609148,-0.13339464,0.025545847,-0.44370893,0.9621347,-0.5332817,0.6060949,0.9595184,-1.8162338,-0.9936445,-0.5073773,0.2688925,-0.6890464,-0.8894274,-0.25804555,-0.8774831,-1.5258812,-0.63903594,-0.6710327,-0.42897296,-1.5309918,-0.48213103,-0.4246661,2.0203767,0.3487439,-0.35701632
0.0,0.43344733,-1.4694359,0.50986665,-0.18820806,0.59558725,1.2491766,1.1415728,0.37030807,2.6612606,-0.26561156,2.649131,-1.0805573,-1.0142086,-0.8671694,0.7584056,-0.80470514,2.2397764,-0.86018044,-0.739542,-1.6141068,0.77903134,0.16191399,1.1264225,0.7818451,1.6772027,1.7066257,0.67168105,-0.3554649,1.7373563,0.12538695,1.2138008,-0.36602637,0.3128634,0.37225756,-0.18583514,-0.24050762,0.1564951,0.34808296,1.2519212,0.028171059,1.581185,0.8326783,0.052693292,-0.29923144,-2.658148,-2.0001376,-0.84614474,-1.6904374,2.1851797,0.30272144
0.0,-0.48037228,0.08627873,0.9267822,0.6896659,0.81037074,-0.6607341,2.6773157,-0.5245423,1.4188304,-0.19115263,-0.33287734,0.66303456,0.24502154,-0.10651199,2.6902337,-0.47055373,-1.7574254,-0.0061240196,-0.105607636,-1.0378536,-1.3294182,2.160159,0.47972852,-0.6031945,0.7405657,1.6347629,0.77360743,0.52631986,0.4266664,-0.46050346,0.2105863,0.98087084,-1.1981896,0.47767064,0.71422005,-0.6138982,-0.5014927,-1.456755,3.811863,0.7055864,0.32187185,0.049545605,0.39301735,0.26681668,0.72753316,-1.0892439,1.6430359,1.0058866,-0.68563235,-1.2938876
0.0,0.09307122,-1.6128625,-1.6292027,1.5070175,-1.0804396,0.84420496,1.017046,0.766931,0.677904,-0.7227484,1.1924894,-0.94416666,-1.0657908,1.2695582,-1.1815813,0.48382956,-0.5210856,-0.42253828,-1.5449299,0.5217239,0.53474516,-0.6460574,-0.45704892,0.32207817,0.22927451,0.5574709,-0.3292099,0.2650735,-0.3056009,1.9927037,-1.6945293,-0.30726495,-1.7723578,-1.2900374,-0.8018647,1.0122297,-0.37905735,-0.4150695,1.0998775,0.18889587,-1.8456933,0.67642653,0.44732165,2.4383948,0.32794267,1.657943,0.22833626,1.8785981,-0.8035062,0.33920527
0.0,0.5766041,0.20844668,-1.0579582,2.0603435,-0.8964088,-0.77959317,1.214915,0.3191368,-1.0270035,1.8706155,-0.23091611,1.7499597,-0.033651207,0.33543405,-0.2675569,1.927493,-0.6340307,-0.763186,1.1511817,0.7212871,-0.64042497,1.0447612,-0.951746,-0.791325,-0.121334456,-1.3449084,0.9782514,0.15981899,0.30719578,-0.3389766,0.16955402,-0.38370696,-0.21404983,-0.5359959,0.39826533,0.43285674,-0.79008573,-0.6414702,-0.79204315,1.1199703,-0.71736014,-0.4904881,0.8102349,1.0691881,0.3510111,0.82718974,0.7075902,0.76375973,0.17043422,-0.42569655
0.0,1.2443621,1.4262369,-0.59656,-0.72237587,2.521085,-1.3380882,-0.5646482,-1.0885191,-1.0602742,0.048522506,-0.22061034,1.4007916,0.04629757,0.6545788,-2.6816804,-0.82652634,0.09412399,0.99195695,-0.8035461,-1.3243822,-0.2971901,-0.7920226,0.3640426,1.2360307,1.8215386,-0.7637964,-1.0603548,0.898031,1.3174729,-0.49548897,0.5235944,0.08978547,-0.5352422,-0.2786626,0.12545809,-0.11712921,0.5072895,0.8484116,-0.62816507,-1.0745561,-0.02719206,0.84890187,0.15746567,-1.8386712,-0.6694754,1.5516665,-1.1451873,1.0947827,0.19014646,-0.5269299
0.0,-0.1652253,-1.1083679,0.32279938,0.10992176,1.0003166,0.46322823,1.7068123,-1.0660721,0.40950638,-0.16175243,-0.7559454,1.5305443,1.5279087,-0.35655242,0.096430466,-0.2507715,0.8039632,-0.1701162,-0.76293594,0.30316147,-0.21969339,0.4404402,1.2604942,0.43470758,-0.44637582,-0.10259702,0.50125515,0.6140587,1.0333469,0.4765022,-1.0242007,-0.69302124,0.0032856746,-0.620138,-0.24655981,-0.30132264,-0.41853973,0.15148273,1.2866564,0.67371696,1.4182725,-1.1841756,1.9176029,0.037668396,-0.28893855,-0.06680348,0.37642527,-0.62131196,0.8169407,-0.14042038
0.0,0.19153257,-1.1986545,-1.2804981,-0.7689678,-0.10085006,-0.69841737,-0.2225834,-0.7024738,-1.1492219,0.7032159,0.48592368,-1.4888257,0.64591885,-0.66652066,-0.5292614,-0.16242802,-0.85982007,-1.5562178,1.1292799,0.53277063,-0.7654736,-1.1899155,0.353505,-0.50894004,0.47515264,1.3000913,-0.9165044,1.0077863,-1.2362461,-0.04800466,-0.09026105,1.4033743,0.11204503,-1.8000325,-0.12365179,-0.67414623,-0.07841616,0.42438036,-0.25078952,0.029328648,-0.4887842,0.16817102,-1.7828507,-0.58277386,1.2659864,0.25477457,-0.27080405,1.1237719,0.32074186,-0.6903923
0.0,2.149062,-0.56620044,-1.2325189,-1.636988,0.06591814,1.5827283,-0.05767001,0.12197454,1.8256248,-1.323617,0.3905783,-0.24384378,-1.3194509,1.0548295,0.0041073486,1.6653981,-0.029348012,1.2960972,-0.50138575,0.45731747,-0.11157934,1.0814762,-1.7518152,0.96788853,0.41525823,-1.4122093,0.7172413,0.2971734,0.14598058,1.3768097,0.869013,-0.5293586,1.453847,-0.3417222,-0.11963259,-0.018193813,0.79718506,-0.86606055,0.99426275,0.2719611,1.4247708,0.46458164,-2.3982437,-2.0927317,-1.0988207,0.7590343,0.4394483,-0.68560886,-0.65790665,-0.46193886
0.0,-0.38448897,-1.0910559,1.086758,-1.1644001,1.3479531,-0.36134556,0.3211736,0.4320559,-0.17494377,-1.0055206,-1.3052601,-0.3435453,1.1140933,1.5450323,-0.47296816,-0.28383476,1.1769179,0.78774565,0.96876884,0.061603755,1.0922209,0.75499505,-1.2606151,1.0266969,0.7824,0.14077891,0.22316486,-0.86358064,1.3272383,-1.3719538,0.15725797,0.70503926,2.0771415,-2.039417,-1.3472152,-0.10344425,0.7454155,-1.45753,1.1021245,0.13189155,1.5024425,-0.7418997,-1.6643146,0.2619821,0.57241243,0.021423742,0.99761444,0.52637386,-0.26210728,-0.31869912
0.0,0.5287698,-0.61066794,0.0030106748,-1.2680876,0.18474177,1.0770419,0.008443166,-0.3674153,0.32033557,-0.4610925,0.13008323,-0.72435254,0.21802147,0.541422,0.11339846,-0.3109165,0.77114874,-0.22758612,0.45736974,1.1022719,-0.93541205,-0.21033345,0.14062792,2.1072586,0.58640593,-1.1489567,1.2911093,0.012225904,0.036413148,2.3817625,-0.6488059,0.76628184,1.184491,-0.71360725,0.17174241,-1.146268,0.62897396,-1.6481824,-0.466833,-1.5806388,0.80537015,-0.021308057,-0.6585276,0.35048997,-0.7368377,0.5234518,0.7443383,-1.6276823,0.0076260054,-0.77901787
0.0,1.0874678,0.7440811,0.2791797,-0.98506093,-0.43907276,0.404147,0.3763413,1.2940638,1.2604133,-1.1049002,0.85564697,0.6419343,-1.6813174,0.44440812,-0.6908694,0.13643874,-0.09048263,0.5292514,-0.82314336,-1.3324322,-0.95321554,-0.13842005,0.43447065,-0.12212963,0.5522394,1.0647956,0.9604176,0.12580483,0.8660911,-2.5567079,-0.13275017,-1.4842902,0.7884246,-1.0320706,-0.44614097,0.5807756,1.2610712,-0.10815721,-3.2663186,3.489865,-0.3607979,0.80954885,-0.70566744,0.78063375,-1.5118847,-1.5962503,0.03395604,1.079526,1.2090617,-1.744808
0.0,-0.56279325,-0.46651205,1.1534659,-0.017783374,-0.8251713,-0.45714143,1.2732284,-0.99356765,-0.9757196,0.15129234,-0.1788702,0.3533609,-1.6748438,-0.62950504,1.3813752,-0.30485737,-1.0096847,-0.78103995,0.90279824,0.004922604,0.72386473,-1.0456747,0.6379693,-1.0643526,-0.3681341,-0.38362515,0.62773675,1.9080678,0.8363953,0.46853113,-0.48600012,0.1902159,-1.3760738,0.52726495,-0.46995652,0.6940183,-0.31033295,0.22884865,-0.33214572,-0.54398984,0.45270175,0.7956466,0.4952449,-0.41451615,-0.60189223,-0.6343602,-0.38557813,-0.37856415,1.1960473,-2.1403382
0.0,1.0626194,2.412797,-1.0184456,1.0339372,-1.451623,-1.0635142,0.45966172,-0.17001191,0.26346678,0.92293936,-0.5203311,1.299398,0.5688525,-0.06832958,-0.0945839,-1.3824421,1.2100751,-0.32626832,0.75532514,1.0357203,0.74936974,-0.92330503,-0.22099611,1.4728485,-1.4088098,-1.8611943,1.0969062,0.37477848,-1.0209738,0.40121108,-0.80479395,0.3221676,0.89484274,-0.19505687,-0.8712361,1.8038474,1.4219427,-1.1341286,0.8615653,0.31319338,0.5803321,0.97741,1.1693616,-1.4811046,0.28050214,0.53002924,0.87216264,0.46273264,-1.0082229,0.8765674
0.0,0.5884618,-1.467571,-0.008020174,0.24758871,0.64294976,-0.32245514,1.9489067,-1.1956677,-0.39689782,-0.9448,-1.6160095,0.8154099,1.1589241,0.4063065,-1.2831304,-0.009240741,0.6084755,-0.025977157,0.14342906,0.34142208,1.2822107,-1.3893524,0.26522905,-1.8452793,-1.2742101,-0.2995524,-1.2898751,-0.27073398,0.38657176,-0.35745385,0.23245193,-1.4889624,-0.39131632,-0.64709383,-0.8134546,0.31993207,1.0267504,-1.6493757,1.4255966,0.90638006,0.53962576,-0.45617923,-0.094968125,0.34412274,0.2058868,1.4403923,-1.0232357,-0.31078088,0.08407328,-0.4529519
0.0,0.46104866,0.30663794,-0.046994932,-0.3031485,-1.1567143,1.0911688,-0.27104455,1.5921717,1.2639858,0.0024138314,0.9331694,-0.43516493,-0.4433026,0.04962389,-1.4019933,0.8154343,1.4458774,-1.5316514,-0.17366117,0.7657895,0.09326973,0.3929642,-0.2569727,0.4017156,-0.3366797,0.07777201,0.25253493,-0.3078328,0.40332428,0.95020056,1.2418805,0.21928802,-0.022390071,-1.3950164,-1.870309,0.46194145,0.75351226,-0.008046468,-0.47199598,1.3118962,1.750218,-1.8403344,1.3390357,-0.6412204,-0.84993553,1.5462046,-1.15839,-0.16210695,1.2442269,-0.13940123
0.0,0.19495189,-0.24347119,-1.1419616,-0.0031560631,0.2260348,-1.1043059,0.268804,-0.330549,-0.30934933,0.08462119,-0.8307423,0.4888107,1.6891322,1.1122388,2.4117036,0.66399366,-0.045971505,0.2898259,-1.554527,0.25841942,0.50311273,-1.3777952,1.0453213,0.4856655,0.51597565,-0.53819287,0.19649729,-0.9894928,-1.2871009,-1.0348091,-1.7756231,1.4959176,-0.9522456,-0.091673665,0.63106036,-2.4487934,0.7191278,0.4135975,1.2776108,1.2349417,-2.3494737,-0.923207,0.76539385,0.8329272,-1.1922327,0.06523915,1.7333869,-0.15990588,-0.74204123,1.6104782
0.0,1.1618171,-0.06229946,1.6140108,-0.5567743,-0.27674383,0.7740254,-0.5328861,-0.6615285,-0.14978822,-1.5098727,-0.5325367,0.76170576,0.29811373,0.17345688,-1.3104918,0.5221483,-0.35434172,0.38973218,-0.21327658,1.5156728,-0.96091473,0.003381249,-0.8671203,0.6586852,-0.0022520698,-1.2812777,-0.53995484,0.64274657,0.7302293,0.028602228,0.4847858,0.015776845,1.4810799,-0.9174563,-0.7993332,-1.6444967,0.4991886,-1.8055922,0.2703314,0.7138513,-0.53706235,-0.7182571,-1.140675,-0.8571632,-0.8430633,-1.2918025,-2.0419958,0.31892824,-0.85661596,1.7829243
0.0,0.3918613,-0.482054,-0.39267132,0.14489244,1.3653116,0.4381952,-0.28332332,1.1131296,-0.2503941,-0.7258981,0.50273496,1.279248,-0.3973407,1.672719,-0.80895114,-0.38157025,1.4888043,0.44821188,1.5308418,2.5608892,-0.5085973,-0.5995161,0.4923801,-0.4465136,-1.4248345,-0.28753984,0.7121135,-0.1404725,1.9118385,1.983739,2.0874643,-0.25946996,-0.26167864,0.19083607,0.2495732,0.34978524,-1.714457,0.6864625,0.4033847,1.2718636,-0.19433494,-1.1792767,0.24286875,1.0630554,1.2340051,-1.4413569,-0.71318877,-0.7434227,0.9745933,0.21519752
0.0,-0.70167065,0.056314357,0.56247747,0.73644817,0.2638254,1.1774228,1.7923137,0.6976672,0.77571374,1.685575,-1.5898361,-0.23383147,2.039237,-0.49828148,-0.65599954,-1.7136769,-1.6323575,-0.080174156,0.8827168,-1.433691,0.9303783,2.3785472,0.11165241,0.023053257,0.78987193,0.9603546,-0.97584623,-0.024138343,-2.3089352,0.13566872,0.59959066,0.077143714,0.29421082,1.6165106,1.2024814,0.8629084,-0.62484163,-0.50989497,1.1134446,0.6295675,0.035370037,2.3276486,0.76720977,-0.32449818,1.9500649,-0.74694294,-0.6422597,1.2453216,0.7993926,-0.030026525
0.0,-1.0804156,-0.22333948,-0.6737282,-0.10634537,2.643737,1.0811116,1.3085189,-0.25755325,-0.61564493,-0.9936046,0.6460351,-0.9136425,1.1337444,-0.5930639,0.56263727,-1.6019083,0.74682456,0.7903796,-0.14935605,0.39265686,1.0763832,-0.9380669,-0.27333203,1.3120579,1.5435289,-1.6300523,0.41034588,-1.6714662,-1.4038961,-1.3954113,1.1857316,-0.43035027,0.5399138,1.2499962,-0.19039415,-0.74326324,1.8231668,0.77042735,0.6661917,0.70290905,-0.38555497,1.0734552,1.5803304,-1.0909477,0.4725463,-0.4961896,1.1696438,-0.46521148,0.10147429,0.5770767
0.0,-0.3732802,0.20280533,-0.7810625,-1.3235584,-0.29074696,0.7612473,-0.81868035,0.15575482,0.38712555,-0.19458932,1.8548491,-0.64225537,0.16644113,-0.12287586,-0.41182485,2.0855188,0.7639252,-1.0661707,1.1514128,0.0634604,1.0364382,0.2723895,1.0362613,0.2812248,-0.16617632,0.023874069,-0.3553624,-0.62461317,-0.36900857,-0.50185704,-0.17624265,0.41563925,0.34139025,1.1041566,-1.1870475,-0.12134532,0.69947094,-0.07708617,1.1914546,1.0876905,-1.2728139,-0.21710652,-0.5435997,-0.67826355,0.9004801,2.0846045,0.1296086,-0.092311166,0.07719103,-1.2623042
0.0,-0.06381507,0.5533071,1.3176056,0.92141974,-0.4857319,0.0028959,-0.63687974,1.7700397,-1.1449336,1.7217351,-0.22065474,-0.15544133,-0.56409645,1.1369903,1.1376265,-1.6683904,-0.76037115,0.46955,-0.61715525,-0.3326449,0.18374425,-1.2159097,-0.27745986,0.3598136,-0.2442262,1.2915475,0.62206334,-0.4884191,0.7003632,1.4470253,0.031743605,-0.2659956,1.3513031,0.49784863,0.5499925,0.64330935,-1.9861963,0.48039186,0.70556754,0.4910616,0.77193034,1.5361521,-0.8943371,-0.045510422,1.2146848,-0.84052885,-1.0894812,0.8799,0.64601094,-0.9991417
